,name,start_pos,end_pos,tag,score
959,Astro,80345,80350,PRODUCT,1
960,Polaris,80373,80380,PRODUCT,1
961,Solar Guard,80408,80419,ORG,1
962,Roger,80567,80572,PERSON,1
963,Astro,80626,80631,PERSON,1
964,Hawks,80661,80666,ORG,1
965,Tom,80745,80748,PERSON,1
966,Wallace,80895,80902,PERSON,1
967,Simms,80907,80912,PERSON,1
968,Tom,81270,81273,PERSON,1
969,Wallace,81446,81453,PERSON,1
970,Simms,81458,81463,PERSON,1
971,Tom,81494,81497,PERSON,1
972,Tom,81738,81741,PERSON,1
973,about two hundred feet,81753,81775,QUANTITY,1
974,Polaris,81868,81875,ORG,1
975,about twelve hundred feet,82037,82062,QUANTITY,1
976,one,82580,82583,CARDINAL,1
977,Tom,82635,82638,PERSON,1
978,Tom,83031,83034,PERSON,1
979,Tom,83189,83192,PERSON,1
980,Hallooooooo!”The captain 's voice,83231,83264,WORK_OF_ART,1
981,Tom,83394,83397,PERSON,1
982,Tom,83667,83670,PERSON,1
983,about seven hundred feet,83835,83859,QUANTITY,1
984,Tom,84024,84027,PERSON,1
985,Tom,84211,84214,PERSON,1
986,Tom,84439,84442,PERSON,1
987,Captain Strong,84596,84610,WORK_OF_ART,1
988,Solar Guard,84618,84629,ORG,1
989,Tom,84745,84748,PERSON,1
990,Tom,84794,84797,PERSON,1
991,Tom,84871,84874,PERSON,1
992,Tom,85128,85131,PERSON,1
993,two,85272,85275,CARDINAL,1
994,Solar Guard,85368,85379,ORG,1
995,Solar Alliance,85381,85395,ORG,1
996,Roger?”asked Astro,85476,85494,ORG,1
997,this month,85652,85662,DATE,1
998,Hawks,85871,85876,PERSON,1
999,Roger,85915,85920,PERSON,1
1000,nowhere!”He,86102,86113,ORG,1
1001,Astro,86124,86129,WORK_OF_ART,1
1002,Astro,86172,86177,ORG,1
1003,Roger,86183,86188,PERSON,1
1004,one,86322,86325,CARDINAL,1
1005,Solar Guard,86333,86344,ORG,1
1006,Roger,86414,86419,PERSON,1
1007,"about,”he",86511,86520,PERSON,1
1008,Astro,86530,86535,ORG,1
1009,Doctor?”asked Hawks,86597,86616,ORG,1
1010,Cadet Manning,86686,86699,PERSON,1
1011,Hawks,86789,86794,ORG,1
1012,Astro,86855,86860,ORG,1
1013,Roger,86868,86873,PERSON,1
1014,five minutes,86902,86914,TIME,1
1015,two,87041,87044,CARDINAL,1
1016,Solar Guardsman,87186,87201,PRODUCT,1
1017,Halt!”said,87205,87215,CARDINAL,1
1018,Hawks,87287,87292,PERSON,1
1019,Roger,87310,87315,PERSON,1
1020,Astro,87320,87325,PERSON,1
1021,"Say,”said Roger",87352,87367,PERSON,1
1022,Hawks,87510,87515,ORG,1
1023,Hawks,87615,87620,ORG,1
1024,Roger,87622,87627,PERSON,1
1025,Astro,87633,87638,ORG,1
1026,Solar Guard,87656,87667,ORG,1
1027,Two,87959,87962,CARDINAL,1
1028,Polaris,88060,88067,PRODUCT,1
1029,Astro,88173,88178,ORG,1
1030,Polaris,88219,88226,PRODUCT,1
1031,ten feet,88481,88489,QUANTITY,1
1032,one,88648,88651,CARDINAL,1
1033,"Hawks,“what",88836,88847,PERSON,1
1034,Allison,88993,89000,PERSON,1
1035,Hawks,89026,89031,ORG,1
