,name,lemma,Type,Tag,Shape,Alpha,Stop
16594,easy,easy,ADJ,JJ,xxxx,True,False
16595,to,to,PART,TO,xx,True,True
16596,picture,picture,VERB,VB,xxxx,True,False
16597,their,-PRON-,DET,PRP$,xxxx,True,True
16598,existence,existence,NOUN,NN,xxxx,True,False
16599,",",",",PUNCT,",",",",False,False
16600,their,-PRON-,DET,PRP$,xxxx,True,True
16601,self,self,NOUN,NN,xxxx,True,False
16602,-,-,PUNCT,HYPH,-,False,False
16603,absorption,absorption,NOUN,NN,xxxx,True,False
16604,would,would,VERB,MD,xxxx,True,True
16605,prevent,prevent,VERB,VB,xxxx,True,False
16606,their,-PRON-,DET,PRP$,xxxx,True,True
16607,being,be,AUX,VBG,xxxx,True,True
16608,interesting,interesting,ADJ,JJ,xxxx,True,False
16609,.,.,PUNCT,.,.,False,False
16610,As,as,SCONJ,IN,Xx,True,True
16611,I,-PRON-,PRON,PRP,X,True,True
16612,have,have,AUX,VBP,xxxx,True,True
16613,sometimes,sometimes,ADV,RB,xxxx,True,True
16614,passed,pass,VERB,VBN,xxxx,True,False
16615,the,the,DET,DT,xxx,True,True
16616,old,old,ADJ,JJ,xxx,True,False
16617,house,house,NOUN,NN,xxxx,True,False
16618,on,on,ADP,IN,xx,True,True
16619,Moon,Moon,PROPN,NNP,Xxxx,True,False
16620,Street,Street,PROPN,NNP,Xxxxx,True,False
16621,",",",",PUNCT,",",",",False,False
16622,standing,stand,VERB,VBG,xxxx,True,False
16623,worn,wear,VERB,VBN,xxxx,True,False
16624,and,and,CCONJ,CC,xxx,True,True
16625,stained,stain,VERB,VBN,xxxx,True,False
16626,with,with,ADP,IN,xxxx,True,True
16627,the,the,DET,DT,xxx,True,True
16628,storms,storm,NOUN,NNS,xxxx,True,False
16629,of,of,ADP,IN,xx,True,True
16630,two,two,NUM,CD,xxx,True,True
16631,centuries,century,NOUN,NNS,xxxx,True,False
16632,",",",",PUNCT,",",",",False,False
16633,a,a,DET,DT,x,True,True
16634,picture,picture,NOUN,NN,xxxx,True,False
16635,has,have,AUX,VBZ,xxx,True,True
16636,risen,rise,VERB,VBN,xxxx,True,False
16637,before,before,ADP,IN,xxxx,True,True
16638,me,-PRON-,PRON,PRP,xx,True,True
16639,of,of,ADP,IN,xx,True,True
16640,the,the,DET,DT,xxx,True,True
16641,young,young,ADJ,JJ,xxxx,True,False
16642,bride,bride,NOUN,NN,xxxx,True,False
16643,and,and,CCONJ,CC,xxx,True,True
16644,groom,groom,NOUN,NN,xxxx,True,False
16645,sitting,sit,VERB,VBG,xxxx,True,False
16646,together,together,ADV,RB,xxxx,True,True
16647,and,and,CCONJ,CC,xxx,True,True
16648,inhaling,inhale,VERB,VBG,xxxx,True,False
16649,the,the,DET,DT,xxx,True,True
16650,fragrance,fragrance,NOUN,NN,xxxx,True,False
16651,of,of,ADP,IN,xx,True,True
16652,a,a,DET,DT,x,True,True
16653,quaint,quaint,ADJ,JJ,xxxx,True,False
16654,pot,pot,NOUN,NN,xxx,True,False
16655,of,of,ADP,IN,xx,True,True
16656,tuberoses,tuberose,NOUN,NNS,xxxx,True,False
16657,",",",",PUNCT,",",",",False,False
16658,blooming,bloom,VERB,VBG,xxxx,True,False
16659,so,so,ADV,RB,xx,True,True
16660,wonderfully,wonderfully,ADV,RB,xxxx,True,False
16661,that,that,SCONJ,IN,xxxx,True,True
16662,the,the,DET,DT,xxx,True,True
16663,whole,whole,ADJ,JJ,xxxx,True,True
16664,house,house,NOUN,NN,xxxx,True,False
16665,was,be,AUX,VBD,xxx,True,True
16666,filled,fill,VERB,VBN,xxxx,True,False
16667,with,with,ADP,IN,xxxx,True,True
16668,their,-PRON-,DET,PRP$,xxxx,True,True
16669,odor,odor,NOUN,NN,xxxx,True,False
16670,;,;,PUNCT,:,;,False,False
16671,and,and,CCONJ,CC,xxx,True,True
16672,the,the,DET,DT,xxx,True,True
16673,memory,memory,NOUN,NN,xxxx,True,False
16674,brings,bring,VERB,VBZ,xxxx,True,False
16675,always,always,ADV,RB,xxxx,True,True
16676,the,the,DET,DT,xxx,True,True
16677,tears,tear,NOUN,NNS,xxxx,True,False
16678,to,to,ADP,IN,xx,True,True
16679,my,-PRON-,DET,PRP$,xx,True,True
16680,eyes,eye,NOUN,NNS,xxxx,True,False
16681,.,.,PUNCT,.,.,False,False
16682,"","",SPACE,_SP,"",False,False
16683,November,November,PROPN,NNP,Xxxxx,True,False
16684,was,be,AUX,VBD,xxx,True,True
16685,at,at,ADP,IN,xx,True,True
16686,its,-PRON-,DET,PRP$,xxx,True,True
16687,last,last,ADJ,JJ,xxxx,True,True
16688,day,day,NOUN,NN,xxx,True,False
16689,.,.,PUNCT,.,.,False,False
16690,A,a,DET,DT,X,True,True
16691,severe,severe,ADJ,JJ,xxxx,True,False
16692,storm,storm,NOUN,NN,xxxx,True,False
16693,",",",",PUNCT,",",",",False,False
16694,half,half,ADJ,JJ,xxxx,True,False
16695,rain,rain,NOUN,NN,xxxx,True,False
16696,",",",",PUNCT,",",",",False,False
16697,half,half,ADJ,JJ,xxxx,True,False
16698,snow,snow,NOUN,NN,xxxx,True,False
16699,",",",",PUNCT,",",",",False,False
16700,was,be,AUX,VBD,xxx,True,True
16701,sweeping,sweep,VERB,VBG,xxxx,True,False
16702,over,over,ADP,IN,xxxx,True,True
16703,Boston,Boston,PROPN,NNP,Xxxxx,True,False
16704,.,.,PUNCT,.,.,False,False
16705,The,the,DET,DT,Xxx,True,True
16706,beacon,beacon,NOUN,NN,xxxx,True,False
16707,upon,upon,SCONJ,IN,xxxx,True,True
16708,Trimount,Trimount,PROPN,NNP,Xxxxx,True,False
16709,trembled,tremble,VERB,VBD,xxxx,True,False
16710,in,in,ADP,IN,xx,True,True
16711,the,the,DET,DT,xxx,True,True
16712,blast,blast,NOUN,NN,xxxx,True,False
16713,",",",",PUNCT,",",",",False,False
16714,and,and,CCONJ,CC,xxx,True,True
16715,on,on,ADP,IN,xx,True,True
16716,the,the,DET,DT,xxx,True,True
16717,shores,shore,NOUN,NNS,xxxx,True,False
16718,of,of,ADP,IN,xx,True,True
16719,the,the,DET,DT,xxx,True,True
16720,peninsula,peninsula,NOUN,NN,xxxx,True,False
16721,the,the,DET,DT,xxx,True,True
16722,waves,wave,NOUN,NNS,xxxx,True,False
16723,roared,roar,VERB,VBD,xxxx,True,False
16724,sullenly,sullenly,ADV,RB,xxxx,True,False
16725,.,.,PUNCT,.,.,False,False
16726,Few,few,ADJ,JJ,Xxx,True,True
16727,people,people,NOUN,NNS,xxxx,True,False
16728,were,be,AUX,VBD,xxxx,True,True
16729,abroad,abroad,ADV,RB,xxxx,True,False
16730,",",",",PUNCT,",",",",False,False
16731,and,and,CCONJ,CC,xxx,True,True
16732,there,there,PRON,EX,xxxx,True,True
16733,was,be,AUX,VBD,xxx,True,True
16734,never,never,ADV,RB,xxxx,True,True
16735,a,a,DET,DT,x,True,True
16736,watchman,watchman,NOUN,NN,xxxx,True,False
16737,in,in,ADP,IN,xx,True,True
16738,the,the,DET,DT,xxx,True,True
16739,city,city,NOUN,NN,xxxx,True,False
16740,who,who,PRON,WP,xxx,True,True
16741,did,do,AUX,VBD,xxx,True,True
16742,not,not,PART,RB,xxx,True,True
16743,for,for,ADP,IN,xxx,True,True
16744,that,that,DET,DT,xxxx,True,True
16745,day,day,NOUN,NN,xxx,True,False
16746,at,at,ADP,IN,xx,True,True
16747,least,least,ADJ,JJS,xxxx,True,True
16748,regret,regret,NOUN,NN,xxxx,True,False
16749,having,have,VERB,VBG,xxxx,True,False
16750,chosen,choose,VERB,VBN,xxxx,True,False
16751,a,a,DET,DT,x,True,True
16752,calling,calling,NOUN,NN,xxxx,True,False
16753,which,which,DET,WDT,xxxx,True,True
16754,kept,keep,VERB,VBD,xxxx,True,False
16755,him,-PRON-,PRON,PRP,xxx,True,True
16756,out,out,SCONJ,IN,xxx,True,True
16757,of,of,ADP,IN,xx,True,True
16758,doors,door,NOUN,NNS,xxxx,True,False
16759,in,in,ADP,IN,xx,True,True
16760,such,such,ADJ,JJ,xxxx,True,True
16761,weather,weather,NOUN,NN,xxxx,True,False
16762,.,.,PUNCT,.,.,False,False
16763,"","",SPACE,_SP,"",False,False
16764,The,the,DET,DT,Xxx,True,True
16765,house,house,NOUN,NN,xxxx,True,False
16766,on,on,ADP,IN,xx,True,True
16767,Sun,Sun,PROPN,NNP,Xxx,True,False
16768,Court,Court,PROPN,NNP,Xxxxx,True,False
16769,Street,Street,PROPN,NNP,Xxxxx,True,False
16770,was,be,AUX,VBD,xxx,True,True
16771,too,too,ADV,RB,xxx,True,True
16772,stoutly,stoutly,ADV,RB,xxxx,True,False
16773,built,build,VERB,VBN,xxxx,True,False
16774,to,to,PART,TO,xx,True,True
16775,tremble,tremble,VERB,VB,xxxx,True,False
16776,",",",",PUNCT,",",",",False,False
16777,yet,yet,CCONJ,CC,xxx,True,True
16778,those,those,DET,DT,xxxx,True,True
16779,within,within,ADP,IN,xxxx,True,True
16780,heard,hear,VERB,VBD,xxxx,True,False
16781,the,the,DET,DT,xxx,True,True
16782,wind,wind,NOUN,NN,xxxx,True,False
16783,howling,howl,VERB,VBG,xxxx,True,False
16784,over,over,ADP,IN,xxxx,True,True
16785,the,the,DET,DT,xxx,True,True
16786,hill,hill,NOUN,NN,xxxx,True,False
16787,as,as,SCONJ,IN,xx,True,True
16788,if,if,SCONJ,IN,xx,True,True
16789,scourged,scourge,VERB,VBN,xxxx,True,False
16790,by,by,ADP,IN,xx,True,True
16791,all,all,DET,PDT,xxx,True,True
16792,the,the,DET,DT,xxx,True,True
16793,furies,fury,NOUN,NNS,xxxx,True,False
16794,.,.,PUNCT,.,.,False,False
16795,It,-PRON-,PRON,PRP,Xx,True,True
16796,was,be,AUX,VBD,xxx,True,True
16797,one,one,NUM,CD,xxx,True,True
16798,of,of,ADP,IN,xx,True,True
16799,those,those,DET,DT,xxxx,True,True
16800,nights,night,NOUN,NNS,xxxx,True,False
16801,when,when,ADV,WRB,xxxx,True,True
16802,a,a,DET,DT,x,True,True
16803,man,man,NOUN,NN,xxx,True,False
16804,sits,sit,VERB,VBZ,xxxx,True,False
16805,before,before,ADP,IN,xxxx,True,True
16806,his,-PRON-,DET,PRP$,xxx,True,True
16807,fire,fire,NOUN,NN,xxxx,True,False
16808,and,and,CCONJ,CC,xxx,True,True
16809,realizes,realize,VERB,VBZ,xxxx,True,False
16810,the,the,DET,DT,xxx,True,True
16811,value,value,NOUN,NN,xxxx,True,False
16812,of,of,ADP,IN,xx,True,True
16813,all,all,DET,PDT,xxx,True,True
16814,his,-PRON-,DET,PRP$,xxx,True,True
16815,blessings,blessing,NOUN,NNS,xxxx,True,False
16816,.,.,PUNCT,.,.,False,False
16817,"","",SPACE,_SP,"",False,False
16818,John,John,PROPN,NNP,Xxxx,True,False
16819,and,and,CCONJ,CC,xxx,True,True
16820,Rose,Rose,PROPN,NNP,Xxxx,True,False
16821,sat,sit,VERB,VBD,xxx,True,False
16822,together,together,ADV,RB,xxxx,True,True
16823,before,before,ADP,IN,xxxx,True,True
16824,the,the,DET,DT,xxx,True,True
16825,blazing,blaze,VERB,VBG,xxxx,True,False
16826,hearth,hearth,NOUN,NN,xxxx,True,False
16827,while,while,SCONJ,IN,xxxx,True,True
16828,the,the,DET,DT,xxx,True,True
16829,husband,husband,NOUN,NN,xxxx,True,False
16830,told,tell,VERB,VBD,xxxx,True,False
16831,stories,story,NOUN,NNS,xxxx,True,False
16832,of,of,ADP,IN,xx,True,True
16833,his,-PRON-,DET,PRP$,xxx,True,True
16834,boyhood,boyhood,NOUN,NN,xxxx,True,False
16835,in,in,ADP,IN,xx,True,True
16836,England,England,PROPN,NNP,Xxxxx,True,False
16837,.,.,PUNCT,.,.,False,False
16838,The,the,DET,DT,Xxx,True,True
16839,wife,wife,NOUN,NN,xxxx,True,False
16840,nestled,nestle,VERB,VBD,xxxx,True,False
16841,close,close,ADV,RB,xxxx,True,False
16842,to,to,ADP,IN,xx,True,True
16843,him,-PRON-,PRON,PRP,xxx,True,True
16844,",",",",PUNCT,",",",",False,False
16845,absorbed,absorb,VERB,VBN,xxxx,True,False
16846,in,in,ADP,IN,xx,True,True
16847,the,the,DET,DT,xxx,True,True
16848,narration,narration,NOUN,NN,xxxx,True,False
16849,",",",",PUNCT,",",",",False,False
16850,yet,yet,CCONJ,CC,xxx,True,True
16851,not,not,PART,RB,xxx,True,True
16852,forgetting,forget,VERB,VBG,xxxx,True,False
16853,to,to,PART,TO,xx,True,True
16854,fondle,fondle,VERB,VB,xxxx,True,False
16855,his,-PRON-,DET,PRP$,xxx,True,True
16856,hand,hand,NOUN,NN,xxxx,True,False
16857,with,with,ADP,IN,xxxx,True,True
16858,her,-PRON-,DET,PRP$,xxx,True,True
16859,smooth,smooth,ADJ,JJ,xxxx,True,False
16860,",",",",PUNCT,",",",",False,False
16861,soft,soft,ADJ,JJ,xxxx,True,False
16862,fingers,finger,NOUN,NNS,xxxx,True,False
16863,.,.,PUNCT,.,.,False,False
16864,"","",SPACE,_SP,"",False,False
16865,Suddenly,suddenly,ADV,RB,Xxxxx,True,False
16866,into,into,ADP,IN,xxxx,True,True
16867,the,the,DET,DT,xxx,True,True
16868,room,room,NOUN,NN,xxxx,True,False
16869,burst,burst,VERB,VBN,xxxx,True,False
16870,black,black,ADJ,JJ,xxxx,True,False
16871,",",",",PUNCT,",",",",False,False
16872,dumb,dumb,ADJ,JJ,xxxx,True,False
16873,Dinah,Dinah,PROPN,NNP,Xxxxx,True,False
16874,",",",",PUNCT,",",",",False,False
16875,wringing,wring,VERB,VBG,xxxx,True,False
16876,her,-PRON-,DET,PRP$,xxx,True,True
16877,hands,hand,NOUN,NNS,xxxx,True,False
16878,and,and,CCONJ,CC,xxx,True,True
16879,moving,move,VERB,VBG,xxxx,True,False
16880,her,-PRON-,DET,PRP$,xxx,True,True
16881,speechless,speechless,ADJ,JJ,xxxx,True,False
16882,lips,lip,NOUN,NNS,xxxx,True,False
16883,with,with,ADP,IN,xxxx,True,True
16884,frightful,frightful,ADJ,JJ,xxxx,True,False
16885,earnestness,earnestness,NOUN,NN,xxxx,True,False
16886,.,.,PUNCT,.,.,False,False
16887,In,in,ADP,IN,Xx,True,True
16888,her,-PRON-,DET,PRP$,xxx,True,True
16889,hands,hand,NOUN,NNS,xxxx,True,False
16890,she,-PRON-,PRON,PRP,xxx,True,True
16891,carried,carry,VERB,VBD,xxxx,True,False
16892,the,the,DET,DT,xxx,True,True
16893,fragments,fragment,NOUN,NNS,xxxx,True,False
16894,of,of,ADP,IN,xx,True,True
16895,the,the,DET,DT,xxx,True,True
16896,pot,pot,NOUN,NN,xxx,True,False
16897,which,which,DET,WDT,xxxx,True,True
16898,had,have,AUX,VBD,xxx,True,True
16899,held,hold,VERB,VBN,xxxx,True,False
16900,the,the,DET,DT,xxx,True,True
16901,tuberose,tuberose,NOUN,NN,xxxx,True,False
16902,.,.,PUNCT,.,.,False,False
16903,"","",SPACE,_SP,"",False,False
16904,Rose,Rose,PROPN,NNP,Xxxx,True,False
16905,sprang,spring,VERB,VBD,xxxx,True,False
16906,up,up,ADP,RP,xx,True,True
16907,with,with,ADP,IN,xxxx,True,True
16908,a,a,DET,DT,x,True,True
16909,cry,cry,NOUN,NN,xxx,True,False
16910,of,of,ADP,IN,xx,True,True
16911,anguish,anguish,NOUN,NN,xxxx,True,False
16912,.,.,PUNCT,.,.,False,False
16913,"","",SPACE,_SP,"",False,False
16914,“,"""",PUNCT,``,“,False,False
16915,Dinah,Dinah,PROPN,NNP,Xxxxx,True,False
16916,!,!,PUNCT,.,!,False,False
16917,Dinah,Dinah,PROPN,NNP,Xxxxx,True,False
16918,!,!,PUNCT,.,!,False,False
16919,My,-PRON-,DET,PRP$,Xx,True,True
16920,tuberose,tuberose,NOUN,NN,xxxx,True,False
16921,!,!,PUNCT,.,!,False,False
16922,”,"""",PUNCT,'',”,False,False
16923,"","",SPACE,_SP,"",False,False
16924,The,the,DET,DT,Xxx,True,True
16925,negress,negress,NOUN,NN,xxxx,True,False
16926,gesticulated,gesticulate,VERB,VBD,xxxx,True,False
16927,wildly,wildly,ADV,RB,xxxx,True,False
16928,",",",",PUNCT,",",",",False,False
16929,but,but,CCONJ,CC,xxx,True,True
16930,her,-PRON-,DET,PRP$,xxx,True,True
16931,mistress,mistress,NOUN,NN,xxxx,True,False
16932,rushed,rush,VERB,VBD,xxxx,True,False
16933,past,past,ADP,IN,xxxx,True,False
16934,her,-PRON-,PRON,PRP,xxx,True,True
16935,;,;,PUNCT,:,;,False,False
16936,and,and,CCONJ,CC,xxx,True,True
16937,",",",",PUNCT,",",",",False,False
16938,followed,follow,VERB,VBN,xxxx,True,False
16939,by,by,ADP,IN,xx,True,True
16940,her,-PRON-,DET,PRP$,xxx,True,True
16941,husband,husband,NOUN,NN,xxxx,True,False
16942,",",",",PUNCT,",",",",False,False
16943,hastened,hasten,VERB,VBD,xxxx,True,False
16944,to,to,PART,TO,xx,True,True
16945,see,see,VERB,VB,xxx,True,True
16946,for,for,ADP,IN,xxx,True,True
16947,herself,-PRON-,PRON,PRP,xxxx,True,True
16948,the,the,DET,DT,xxx,True,True
16949,extent,extent,NOUN,NN,xxxx,True,False
16950,of,of,ADP,IN,xx,True,True
16951,the,the,DET,DT,xxx,True,True
16952,mischief,mischief,NOUN,NN,xxxx,True,False
16953,.,.,PUNCT,.,.,False,False
16954,"","",SPACE,_SP,"",False,False
16955,The,the,DET,DT,Xxx,True,True
16956,pot,pot,NOUN,NN,xxx,True,False
16957,had,have,AUX,VBD,xxx,True,True
16958,been,be,AUX,VBN,xxxx,True,True
16959,overturned,overturn,VERB,VBN,xxxx,True,False
16960,by,by,ADP,IN,xx,True,True
16961,the,the,DET,DT,xxx,True,True
16962,wind,wind,NOUN,NN,xxxx,True,False
16963,",",",",PUNCT,",",",",False,False
16964,which,which,DET,WDT,xxxx,True,True
16965,had,have,AUX,VBD,xxx,True,True
16966,burst,burst,VERB,VBN,xxxx,True,False
16967,in,in,ADP,IN,xx,True,True
16968,one,one,NUM,CD,xxx,True,True
16969,of,of,ADP,IN,xx,True,True
16970,the,the,DET,DT,xxx,True,True
16971,tiny,tiny,ADJ,JJ,xxxx,True,False
16972,greenish,greenish,ADJ,JJ,xxxx,True,False
16973,window,window,NOUN,NN,xxxx,True,False
16974,panes,pane,NOUN,NNS,xxxx,True,False
16975,",",",",PUNCT,",",",",False,False
16976,and,and,CCONJ,CC,xxx,True,True
16977,the,the,DET,DT,xxx,True,True
16978,plant,plant,NOUN,NN,xxxx,True,False
16979,was,be,AUX,VBD,xxx,True,True
16980,completely,completely,ADV,RB,xxxx,True,False
16981,crushed,crush,VERB,VBN,xxxx,True,False
16982,in,in,ADP,IN,xx,True,True
16983,the,the,DET,DT,xxx,True,True
16984,downfall,downfall,NOUN,NN,xxxx,True,False
16985,.,.,PUNCT,.,.,False,False
16986,Not,not,PART,RB,Xxx,True,True
16987,a,a,DET,DT,x,True,True
16988,single,single,ADJ,JJ,xxxx,True,False
16989,flower,flower,NOUN,NN,xxxx,True,False
16990,had,have,AUX,VBD,xxx,True,True
16991,escaped,escape,VERB,VBN,xxxx,True,False
16992,",",",",PUNCT,",",",",False,False
16993,and,and,CCONJ,CC,xxx,True,True
16994,mingled,mingle,VERB,VBN,xxxx,True,False
16995,with,with,ADP,IN,xxxx,True,True
16996,fragments,fragment,NOUN,NNS,xxxx,True,False
16997,of,of,ADP,IN,xx,True,True
16998,pottery,pottery,NOUN,NN,xxxx,True,False
16999,and,and,CCONJ,CC,xxx,True,True
17000,with,with,ADP,IN,xxxx,True,True
17001,the,the,DET,DT,xxx,True,True
17002,black,black,ADJ,JJ,xxxx,True,False
17003,church,church,NOUN,NN,xxxx,True,False
17004,-,-,PUNCT,HYPH,-,False,False
17005,yard,yard,NOUN,NN,xxxx,True,False
17006,mould,mould,NOUN,NN,xxxx,True,False
17007,in,in,ADP,IN,xx,True,True
17008,which,which,DET,WDT,xxxx,True,True
17009,the,the,DET,DT,xxx,True,True
17010,flower,flower,NOUN,NN,xxxx,True,False
17011,had,have,AUX,VBD,xxx,True,True
17012,—,—,PUNCT,:,—,False,False
17013,perhaps,perhaps,ADV,RB,xxxx,True,True
17014,ill,ill,ADJ,JJ,xxx,True,False
17015,-,-,PUNCT,HYPH,-,False,False
17016,fatedly,fatedly,ADV,RB,xxxx,True,False
17017,—,—,PUNCT,:,—,False,False
17018,been,be,AUX,VBN,xxxx,True,True
17019,planted,plant,VERB,VBN,xxxx,True,False
17020,",",",",PUNCT,",",",",False,False
17021,were,be,AUX,VBD,xxxx,True,True
17022,the,the,DET,DT,xxx,True,True
17023,leaves,leave,NOUN,NNS,xxxx,True,False
17024,and,and,CCONJ,CC,xxx,True,True
17025,petals,petal,NOUN,NNS,xxxx,True,False
17026,",",",",PUNCT,",",",",False,False
17027,torn,torn,ADJ,JJ,xxxx,True,False
17028,and,and,CCONJ,CC,xxx,True,True
17029,stained,stain,VERB,VBN,xxxx,True,False
17030,and,and,CCONJ,CC,xxx,True,True
17031,mangled,mangle,VERB,VBN,xxxx,True,False
17032,.,.,PUNCT,.,.,False,False
17033,"","",SPACE,_SP,"",False,False
17034,In,in,ADP,IN,Xx,True,True
17035,the,the,DET,DT,xxx,True,True
17036,first,first,ADJ,JJ,xxxx,True,True
17037,sorrow,sorrow,NOUN,NN,xxxx,True,False
17038,of,of,ADP,IN,xx,True,True
17039,the,the,DET,DT,xxx,True,True
17040,discovery,discovery,NOUN,NN,xxxx,True,False
17041,of,of,ADP,IN,xx,True,True
17042,the,the,DET,DT,xxx,True,True
17043,accident,accident,NOUN,NN,xxxx,True,False
17044,",",",",PUNCT,",",",",False,False
17045,Rose,Rose,PROPN,NNP,Xxxx,True,False
17046,threw,throw,VERB,VBD,xxxx,True,False
17047,herself,-PRON-,PRON,PRP,xxxx,True,True
17048,into,into,ADP,IN,xxxx,True,True
17049,her,-PRON-,DET,PRP$,xxx,True,True
17050,husband,husband,NOUN,NN,xxxx,True,False
17051,'s,'s,PART,POS,'x,False,True
17052,arms,arm,NOUN,NNS,xxxx,True,False
17053,and,and,CCONJ,CC,xxx,True,True
17054,burst,burst,VERB,VBN,xxxx,True,False
17055,into,into,ADP,IN,xxxx,True,True
17056,tears,tear,NOUN,NNS,xxxx,True,False
17057,;,;,PUNCT,:,;,False,False
17058,but,but,CCONJ,CC,xxx,True,True
17059,she,-PRON-,PRON,PRP,xxx,True,True
17060,soon,soon,ADV,RB,xxxx,True,False
17061,controlled,control,VERB,VBD,xxxx,True,False
17062,herself,-PRON-,PRON,PRP,xxxx,True,True
17063,",",",",PUNCT,",",",",False,False
17064,and,and,CCONJ,CC,xxx,True,True
17065,became,become,VERB,VBD,xxxx,True,True
17066,perfectly,perfectly,ADV,RB,xxxx,True,False
17067,calm,calm,ADJ,JJ,xxxx,True,False
17068,.,.,PUNCT,.,.,False,False
17069,She,-PRON-,PRON,PRP,Xxx,True,True
17070,directed,direct,VERB,VBD,xxxx,True,False
17071,Dinah,Dinah,PROPN,NNP,Xxxxx,True,False
17072,to,to,PART,TO,xx,True,True
17073,remove,remove,VERB,VB,xxxx,True,False
17074,the,the,DET,DT,xxx,True,True
17075,debris,debris,NOUN,NN,xxxx,True,False
17076,",",",",PUNCT,",",",",False,False
17077,and,and,CCONJ,CC,xxx,True,True
17078,returned,return,VERB,VBD,xxxx,True,False
17079,to,to,PART,TO,xx,True,True
17080,listen,listen,VERB,VB,xxxx,True,False
17081,to,to,ADP,IN,xx,True,True
17082,her,-PRON-,DET,PRP$,xxx,True,True
17083,husband,husband,NOUN,NN,xxxx,True,False
17084,'s,'s,PART,POS,'x,False,True
17085,stories,story,NOUN,NNS,xxxx,True,False
17086,;,;,PUNCT,:,;,False,False
17087,and,and,CCONJ,CC,xxx,True,True
17088,",",",",PUNCT,",",",",False,False
17089,although,although,SCONJ,IN,xxxx,True,True
17090,she,-PRON-,PRON,PRP,xxx,True,True
17091,was,be,AUX,VBD,xxx,True,True
17092,more,more,ADV,RBR,xxxx,True,True
17093,quiet,quiet,ADJ,JJ,xxxx,True,False
17094,than,than,SCONJ,IN,xxxx,True,True
17095,before,before,ADV,RB,xxxx,True,True
17096,",",",",PUNCT,",",",",False,False
17097,she,-PRON-,PRON,PRP,xxx,True,True
17098,seemed,seem,VERB,VBD,xxxx,True,True
17099,no,no,ADV,RB,xx,True,True
17100,less,less,ADV,RBR,xxxx,True,True
17101,interested,interested,ADJ,JJ,xxxx,True,False
17102,.,.,PUNCT,.,.,False,False
17103,"","",SPACE,_SP,"",False,False
17104,It,-PRON-,PRON,PRP,Xx,True,True
17105,was,be,AUX,VBD,xxx,True,True
17106,late,late,ADJ,JJ,xxxx,True,False
17107,when,when,ADV,WRB,xxxx,True,True
17108,they,-PRON-,PRON,PRP,xxxx,True,True
17109,prepared,prepare,VERB,VBD,xxxx,True,False
17110,to,to,PART,TO,xx,True,True
17111,retire,retire,VERB,VB,xxxx,True,False
17112,.,.,PUNCT,.,.,False,False
17113,"","",SPACE,_SP,"",False,False
17114,“,"""",PUNCT,``,“,False,False
17115,"John,”Rose","John,”Rose",PROPN,NNP,"Xxxx,”Xxxx",False,False
17116,said,say,VERB,VBD,xxxx,True,False
17117,",",",",PUNCT,",",",",False,False
17118,hesitatingly,hesitatingly,ADV,RB,xxxx,True,False
17119,",",",",PUNCT,",",",",False,False
17120,as,as,SCONJ,IN,xx,True,True
17121,they,-PRON-,PRON,PRP,xxxx,True,True
17122,lingered,linger,VERB,VBD,xxxx,True,False
17123,a,a,DET,DT,x,True,True
17124,moment,moment,NOUN,NN,xxxx,True,False
17125,side,side,NOUN,NN,xxxx,True,True
17126,by,by,ADP,IN,xx,True,True
17127,side,side,NOUN,NN,xxxx,True,True
17128,before,before,ADP,IN,xxxx,True,True
17129,the,the,DET,DT,xxx,True,True
17130,wide,wide,ADJ,JJ,xxxx,True,False
17131,"hearth,“it","hearth,“it",PROPN,NNP,"xxxx,“xx",False,False
17132,is,be,AUX,VBZ,xx,True,True
17133,just,just,ADV,RB,xxxx,True,True
17134,a,a,DET,DT,x,True,True
17135,year,year,NOUN,NN,xxxx,True,False
17136,to,to,ADP,IN,xx,True,True
17137,-,-,PUNCT,HYPH,-,False,False
17138,night,night,NOUN,NN,xxxx,True,False
17139,since,since,SCONJ,IN,xxxx,True,True
17140,Mistress,Mistress,PROPN,NNP,Xxxxx,True,False
17141,Henshaw,Henshaw,PROPN,NNP,Xxxxx,True,False
17142,died,die,VERB,VBD,xxxx,True,False
17143,.,.,PUNCT,.,.,False,False
17144,If,if,SCONJ,IN,Xx,True,True
17145,you,-PRON-,PRON,PRP,xxx,True,True
17146,are,be,AUX,VBP,xxx,True,True
17147,willing,willing,ADJ,JJ,xxxx,True,False
17148,",",",",PUNCT,",",",",False,False
17149,I,-PRON-,PRON,PRP,X,True,True
17150,wish,wish,VERB,VBP,xxxx,True,False
17151,to,to,PART,TO,xx,True,True
17152,pass,pass,VERB,VB,xxxx,True,False
17153,the,the,DET,DT,xxx,True,True
17154,night,night,NOUN,NN,xxxx,True,False
17155,alone,alone,ADJ,JJ,xxxx,True,True
17156,in,in,ADP,IN,xx,True,True
17157,her,-PRON-,DET,PRP$,xxx,True,True
17158,room,room,NOUN,NN,xxxx,True,False
17159,.,.,PUNCT,.,.,False,False
17160,”,"""",PUNCT,'',”,False,False
17161,"","",SPACE,_SP,"",False,False
17162,“,"""",PUNCT,``,“,False,False
17163,I,-PRON-,PRON,PRP,X,True,True
17164,am,be,AUX,VBP,xx,True,True
17165,always,always,ADV,RB,xxxx,True,True
17166,willing,willing,ADJ,JJ,xxxx,True,False
