,name,lemma,Type,Tag,Shape,Alpha,Stop
599,patient,patient,NOUN,NN,xxxx,True,False
600,slept,sleep,VERB,VBD,xxxx,True,False
601,",",",",PUNCT,",",",",False,False
602,the,the,DET,DT,xxx,True,True
603,maiden,maiden,NOUN,NN,xxxx,True,False
604,fell,fall,VERB,VBD,xxxx,True,False
605,to,to,ADP,IN,xx,True,True
606,wondering,wonder,VERB,VBG,xxxx,True,False
607,about,about,ADP,IN,xxxx,True,True
608,him,-PRON-,PRON,PRP,xxx,True,True
609,",",",",PUNCT,",",",",False,False
610,recalling,recall,VERB,VBG,xxxx,True,False
611,the,the,DET,DT,xxx,True,True
612,little,little,ADJ,JJ,xxxx,True,False
613,she,-PRON-,PRON,PRP,xxx,True,True
614,knew,know,VERB,VBD,xxxx,True,False
615,",",",",PUNCT,",",",",False,False
616,and,and,CCONJ,CC,xxx,True,True
617,straining,strain,VERB,VBG,xxxx,True,False
618,her,-PRON-,DET,PRP$,xxx,True,True
619,fancy,fancy,NOUN,NN,xxxx,True,False
620,to,to,PART,TO,xx,True,True
621,construct,construct,VERB,VB,xxxx,True,False
622,the,the,DET,DT,xxx,True,True
623,story,story,NOUN,NN,xxxx,True,False
624,of,of,ADP,IN,xx,True,True
625,his,-PRON-,DET,PRP$,xxx,True,True
626,life,life,NOUN,NN,xxxx,True,False
627,.,.,PUNCT,.,.,False,False
628,"","",SPACE,_SP,"",False,False
629,Three,three,NUM,CD,Xxxxx,True,True
630,weeks,week,NOUN,NNS,xxxx,True,False
631,before,before,ADP,IN,xxxx,True,True
632,a,a,DET,DT,x,True,True
633,Sound,sound,NOUN,NN,Xxxxx,True,False
634,steamer,steamer,NOUN,NN,xxxx,True,False
635,had,have,AUX,VBD,xxx,True,True
636,been,be,AUX,VBN,xxxx,True,True
637,wrecked,wreck,VERB,VBN,xxxx,True,False
638,so,so,ADV,RB,xx,True,True
639,near,near,SCONJ,IN,xxxx,True,False
640,this,this,DET,DT,xxxx,True,True
641,spot,spot,NOUN,NN,xxxx,True,False
642,that,that,SCONJ,IN,xxxx,True,True
643,through,through,ADP,IN,xxxx,True,True
644,the,the,DET,DT,xxx,True,True
645,stormy,stormy,ADJ,JJ,xxxx,True,False
646,night,night,NOUN,NN,xxxx,True,False
647,she,-PRON-,PRON,PRP,xxx,True,True
648,had,have,AUX,VBD,xxx,True,True
649,seen,see,VERB,VBN,xxxx,True,False
650,the,the,DET,DT,xxx,True,True
651,glare,glare,NOUN,NN,xxxx,True,False
652,of,of,ADP,IN,xx,True,True
653,the,the,DET,DT,xxx,True,True
654,fire,fire,NOUN,NN,xxxx,True,False
655,which,which,DET,WDT,xxxx,True,True
656,broke,break,VERB,VBD,xxxx,True,False
657,out,out,ADP,RP,xxx,True,True
658,before,before,ADP,IN,xxxx,True,True
659,the,the,DET,DT,xxx,True,True
660,hull,hull,NOUN,NN,xxxx,True,False
661,sank,sink,VERB,VBD,xxxx,True,False
662,",",",",PUNCT,",",",",False,False
663,and,and,CCONJ,CC,xxx,True,True
664,the,the,DET,DT,xxx,True,True
665,next,next,ADJ,JJ,xxxx,True,True
666,morning,morning,NOUN,NN,xxxx,True,False
667,'s,'s,PART,POS,'x,False,True
668,tide,tide,NOUN,NN,xxxx,True,False
669,had,have,AUX,VBD,xxx,True,True
670,brought,bring,VERB,VBN,xxxx,True,False
671,to,to,PART,TO,xx,True,True
672,shore,shore,VERB,VB,xxxx,True,False
673,this,this,DET,DT,xxxx,True,True
674,man,man,NOUN,NN,xxx,True,False
675,",",",",PUNCT,",",",",False,False
676,a,a,DET,DT,x,True,True
677,floating,float,VERB,VBG,xxxx,True,False
678,waif,waif,NOUN,NN,xxxx,True,False
679,",",",",PUNCT,",",",",False,False
680,saved,save,VERB,VBN,xxxx,True,False
681,by,by,ADP,IN,xx,True,True
682,a,a,DET,DT,x,True,True
683,life,life,NOUN,NN,xxxx,True,False
684,-,-,PUNCT,HYPH,-,False,False
685,preserver,preserver,NOUN,NN,xxxx,True,False
686,and,and,CCONJ,CC,xxx,True,True
687,some,some,DET,DT,xxxx,True,True
688,propitious,propitious,ADJ,JJ,xxxx,True,False
689,current,current,NOUN,NN,xxxx,True,False
690,.,.,PUNCT,.,.,False,False
691,A,a,DET,DT,X,True,True
692,terrible,terrible,ADJ,JJ,xxxx,True,False
693,wound,wound,NOUN,NN,xxxx,True,False
694,upon,upon,SCONJ,IN,xxxx,True,True
695,his,-PRON-,DET,PRP$,xxx,True,True
696,head,head,NOUN,NN,xxxx,True,False
697,showed,show,VERB,VBD,xxxx,True,False
698,where,where,ADV,WRB,xxxx,True,True
699,he,-PRON-,PRON,PRP,xx,True,True
700,had,have,AUX,VBD,xxx,True,True
701,experienced,experience,VERB,VBN,xxxx,True,False
702,some,some,DET,DT,xxxx,True,True
703,blow,blow,NOUN,NN,xxxx,True,False
704,",",",",PUNCT,",",",",False,False
705,and,and,CCONJ,CC,xxx,True,True
706,left,leave,VERB,VBD,xxxx,True,False
707,him,-PRON-,PRON,PRP,xxx,True,True
708,hesitating,hesitate,VERB,VBG,xxxx,True,False
709,with,with,ADP,IN,xxxx,True,True
710,distraught,distraught,ADJ,JJ,xxxx,True,False
711,brain,brain,NOUN,NN,xxxx,True,False
712,between,between,ADP,IN,xxxx,True,True
713,life,life,NOUN,NN,xxxx,True,False
714,and,and,CCONJ,CC,xxx,True,True
715,death,death,NOUN,NN,xxxx,True,False
716,.,.,PUNCT,.,.,False,False
717,In,in,ADP,IN,Xx,True,True
718,his,-PRON-,DET,PRP$,xxx,True,True
719,delirium,delirium,NOUN,NN,xxxx,True,False
720,he,-PRON-,PRON,PRP,xx,True,True
721,had,have,AUX,VBD,xxx,True,True
722,muttered,mutter,VERB,VBN,xxxx,True,False
723,of,of,ADP,IN,xx,True,True
724,varied,varied,ADJ,JJ,xxxx,True,False
725,scenes,scene,NOUN,NNS,xxxx,True,False
726,.,.,PUNCT,.,.,False,False
727,He,-PRON-,PRON,PRP,Xx,True,True
728,must,must,VERB,MD,xxxx,True,True
729,",",",",PUNCT,",",",",False,False
730,the,the,DET,DT,xxx,True,True
731,watcher,watcher,NOUN,NN,xxxx,True,False
732,reflected,reflect,VERB,VBD,xxxx,True,False
733,",",",",PUNCT,",",",",False,False
734,have,have,AUX,VBP,xxxx,True,True
735,travelled,travel,VERB,VBN,xxxx,True,False
736,extensively,extensively,ADV,RB,xxxx,True,False
737,.,.,PUNCT,.,.,False,False
738,Now,now,ADV,RB,Xxx,True,True
739,there,there,PRON,EX,xxxx,True,True
740,were,be,AUX,VBD,xxxx,True,True
741,words,word,NOUN,NNS,xxxx,True,False
742,which,which,DET,WDT,xxxx,True,True
743,showed,show,VERB,VBD,xxxx,True,False
744,that,that,SCONJ,IN,xxxx,True,True
745,he,-PRON-,PRON,PRP,xx,True,True
746,was,be,AUX,VBD,xxx,True,True
747,sharing,share,VERB,VBG,xxxx,True,False
748,in,in,ADP,IN,xx,True,True
749,wild,wild,ADJ,JJ,xxxx,True,False
750,escapades,escapade,NOUN,NNS,xxxx,True,False
751,;,;,PUNCT,:,;,False,False
752,cries,cry,NOUN,NNS,xxxx,True,False
753,of,of,ADP,IN,xx,True,True
754,defiance,defiance,NOUN,NN,xxxx,True,False
755,or,or,CCONJ,CC,xx,True,True
756,of,of,ADP,IN,xx,True,True
757,encouragement,encouragement,NOUN,NN,xxxx,True,False
758,to,to,ADP,IN,xx,True,True
759,comrades,comrade,NOUN,NNS,xxxx,True,False
760,whose,whose,DET,WP$,xxxx,True,True
761,shadowy,shadowy,ADJ,JJ,xxxx,True,False
762,forms,form,NOUN,NNS,xxxx,True,False
763,his,-PRON-,DET,PRP$,xxx,True,True
764,disordered,disordered,ADJ,JJ,xxxx,True,False
765,brain,brain,NOUN,NN,xxxx,True,False
766,summoned,summon,VERB,VBN,xxxx,True,False
767,from,from,ADP,IN,xxxx,True,True
768,the,the,DET,DT,xxx,True,True
769,mysterious,mysterious,ADJ,JJ,xxxx,True,False
770,past,past,NOUN,NN,xxxx,True,False
771,;,;,PUNCT,:,;,False,False
772,strange,strange,ADJ,JJ,xxxx,True,False
773,names,name,NOUN,NNS,xxxx,True,False
774,",",",",PUNCT,",",",",False,False
775,and,and,CCONJ,CC,xxx,True,True
776,words,word,NOUN,NNS,xxxx,True,False
777,in,in,ADP,IN,xx,True,True
778,unknown,unknown,ADJ,JJ,xxxx,True,False
779,tongues,tongue,NOUN,NNS,xxxx,True,False
780,mingled,mingle,VERB,VBD,xxxx,True,False
781,themselves,-PRON-,PRON,PRP,xxxx,True,True
782,with,with,ADP,IN,xxxx,True,True
783,incoherent,incoherent,ADJ,JJ,xxxx,True,False
784,appeals,appeal,NOUN,NNS,xxxx,True,False
785,or,or,CCONJ,CC,xx,True,True
786,bitter,bitter,ADJ,JJ,xxxx,True,False
787,reproaches,reproach,NOUN,NNS,xxxx,True,False
788,.,.,PUNCT,.,.,False,False
789,"","",SPACE,_SP,"",False,False
790,To,to,ADP,IN,Xx,True,True
791,the,the,DET,DT,xxx,True,True
792,girl,girl,NOUN,NN,xxxx,True,False
793,who,who,PRON,WP,xxx,True,True
794,had,have,AUX,VBD,xxx,True,True
795,been,be,AUX,VBN,xxxx,True,True
796,scarcely,scarcely,ADV,RB,xxxx,True,False
797,less,less,ADJ,JJR,xxxx,True,True
798,at,at,ADP,IN,xx,True,True
799,his,-PRON-,DET,PRP$,xxx,True,True
800,bedside,bedside,NOUN,NN,xxxx,True,False
801,than,than,SCONJ,IN,xxxx,True,True
802,the,the,DET,DT,xxx,True,True
803,old,old,ADJ,JJ,xxx,True,False
804,woman,woman,NOUN,NN,xxxx,True,False
805,who,who,PRON,WP,xxx,True,True
806,nominally,nominally,ADV,RB,xxxx,True,False
807,nursed,nurse,VERB,VBD,xxxx,True,False
808,him,-PRON-,PRON,PRP,xxx,True,True
809,",",",",PUNCT,",",",",False,False
810,these,these,DET,DT,xxxx,True,True
811,broken,break,VERB,VBN,xxxx,True,False
812,fragments,fragment,NOUN,NNS,xxxx,True,False
813,of,of,ADP,IN,xx,True,True
814,wild,wild,ADJ,JJ,xxxx,True,False
815,talk,talk,NOUN,NN,xxxx,True,False
816,had,have,AUX,VBD,xxx,True,True
817,been,be,AUX,VBN,xxxx,True,True
818,like,like,SCONJ,IN,xxxx,True,False
819,bits,bit,NOUN,NNS,xxxx,True,False
820,of,of,ADP,IN,xx,True,True
821,jewels,jewel,NOUN,NNS,xxxx,True,False
822,from,from,ADP,IN,xxxx,True,True
823,which,which,DET,WDT,xxxx,True,True
824,her,-PRON-,DET,PRP$,xxx,True,True
825,mind,mind,NOUN,NN,xxxx,True,False
826,had,have,AUX,VBD,xxx,True,True
827,fashioned,fashion,VERB,VBN,xxxx,True,False
828,a,a,DET,DT,x,True,True
829,fantastic,fantastic,ADJ,JJ,xxxx,True,False
830,mosaic,mosaic,NOUN,NN,xxxx,True,False
831,.,.,PUNCT,.,.,False,False
832,The,the,DET,DT,Xxx,True,True
833,mystery,mystery,NOUN,NN,xxxx,True,False
834,surrounding,surround,VERB,VBG,xxxx,True,False
835,the,the,DET,DT,xxx,True,True
836,stranger,stranger,NOUN,NN,xxxx,True,False
837,would,would,VERB,MD,xxxx,True,True
838,",",",",PUNCT,",",",",False,False
839,in,in,ADP,IN,xx,True,True
840,any,any,DET,DT,xxx,True,True
841,case,case,NOUN,NN,xxxx,True,False
842,",",",",PUNCT,",",",",False,False
843,have,have,AUX,VBP,xxxx,True,True
844,appealed,appeal,VERB,VBN,xxxx,True,False
845,strongly,strongly,ADV,RB,xxxx,True,False
846,to,to,ADP,IN,xx,True,True
847,her,-PRON-,DET,PRP$,xxx,True,True
848,quick,quick,ADJ,JJ,xxxx,True,False
849,fancy,fancy,ADJ,JJ,xxxx,True,False
850,",",",",PUNCT,",",",",False,False
851,but,but,CCONJ,CC,xxx,True,True
852,when,when,ADV,WRB,xxxx,True,True
853,to,to,ADP,IN,xx,True,True
854,this,this,DET,DT,xxxx,True,True
855,was,be,AUX,VBD,xxx,True,True
856,added,add,VERB,VBN,xxxx,True,False
857,the,the,DET,DT,xxx,True,True
858,brilliancy,brilliancy,NOUN,NN,xxxx,True,False
859,of,of,ADP,IN,xx,True,True
860,his,-PRON-,DET,PRP$,xxx,True,True
861,delirious,delirious,ADJ,JJ,xxxx,True,False
862,ravings,raving,NOUN,NNS,xxxx,True,False
863,",",",",PUNCT,",",",",False,False
864,it,-PRON-,PRON,PRP,xx,True,True
865,is,be,AUX,VBZ,xx,True,True
866,small,small,ADJ,JJ,xxxx,True,False
867,wonder,wonder,NOUN,NN,xxxx,True,False
868,that,that,SCONJ,IN,xxxx,True,True
869,her,-PRON-,DET,PRP$,xxx,True,True
870,imagination,imagination,NOUN,NN,xxxx,True,False
871,took,take,VERB,VBD,xxxx,True,False
872,fire,fire,NOUN,NN,xxxx,True,False
873,",",",",PUNCT,",",",",False,False
874,and,and,CCONJ,CC,xxx,True,True
875,she,-PRON-,PRON,PRP,xxx,True,True
876,wove,weave,VERB,VBD,xxxx,True,False
877,endless,endless,ADJ,JJ,xxxx,True,False
878,romances,romance,NOUN,NNS,xxxx,True,False
879,",",",",PUNCT,",",",",False,False
880,in,in,ADP,IN,xx,True,True
881,all,all,DET,DT,xxx,True,True
882,of,of,ADP,IN,xx,True,True
883,which,which,DET,WDT,xxxx,True,True
884,the,the,DET,DT,xxx,True,True
885,unconscious,unconscious,ADJ,JJ,xxxx,True,False
886,sick,sick,ADJ,JJ,xxxx,True,False
887,man,man,NOUN,NN,xxx,True,False
888,figured,figure,VERB,VBD,xxxx,True,False
889,as,as,SCONJ,IN,xx,True,True
890,the,the,DET,DT,xxx,True,True
891,hero,hero,NOUN,NN,xxxx,True,False
892,.,.,PUNCT,.,.,False,False
893,Scraps,scrap,NOUN,NNS,Xxxxx,True,False
894,of,of,ADP,IN,xx,True,True
895,talk,talk,NOUN,NN,xxxx,True,False
896,in,in,ADP,IN,xx,True,True
897,an,an,DET,DT,xx,True,True
898,unknown,unknown,ADJ,JJ,xxxx,True,False
899,tongue,tongue,NOUN,NN,xxxx,True,False
900,",",",",PUNCT,",",",",False,False
901,a,a,DET,DT,x,True,True
902,few,few,ADJ,JJ,xxx,True,True
903,sonorous,sonorous,ADJ,JJ,xxxx,True,False
904,foreign,foreign,ADJ,JJ,xxxx,True,False
905,words,word,NOUN,NNS,xxxx,True,False
906,",",",",PUNCT,",",",",False,False
907,a,a,DET,DT,x,True,True
908,little,little,ADJ,JJ,xxxx,True,False
909,ignorance,ignorance,NOUN,NN,xxxx,True,False
910,concerning,concern,VERB,VBG,xxxx,True,False
911,matters,matter,NOUN,NNS,xxxx,True,False
912,in,in,ADP,IN,xx,True,True
913,reality,reality,NOUN,NN,xxxx,True,False
914,commonplace,commonplace,ADJ,JJ,xxxx,True,False
915,enough,enough,ADV,RB,xxxx,True,True
916,",",",",PUNCT,",",",",False,False
917,have,have,AUX,VB,xxxx,True,True
918,",",",",PUNCT,",",",",False,False
919,in,in,ADP,IN,xx,True,True
920,many,many,DET,PDT,xxxx,True,True
921,a,a,DET,DT,x,True,True
922,case,case,NOUN,NN,xxxx,True,False
923,before,before,ADV,RB,xxxx,True,True
924,",",",",PUNCT,",",",",False,False
925,been,be,AUX,VBN,xxxx,True,True
926,the,the,DET,DT,xxx,True,True
927,sufficient,sufficient,ADJ,JJ,xxxx,True,False
928,foundations,foundation,NOUN,NNS,xxxx,True,False
929,for,for,ADP,IN,xxx,True,True
930,a,a,DET,DT,x,True,True
931,gorgeous,gorgeous,ADJ,JJ,xxxx,True,False
932,fata,fata,PROPN,NNP,xxxx,True,False
933,morgana,morgana,PROPN,NNP,xxxx,True,False
934,of,of,ADP,IN,xx,True,True
935,fancy,fancy,PROPN,NNP,xxxx,True,False
936,.,.,PUNCT,.,.,False,False
937,"","",SPACE,_SP,"",False,False
938,The,the,DET,DT,Xxx,True,True
939,stranger,stranger,NOUN,NN,xxxx,True,False
940,had,have,AUX,VBD,xxx,True,True
941,been,be,AUX,VBN,xxxx,True,True
942,thrown,throw,VERB,VBN,xxxx,True,False
943,ashore,ashore,ADV,RB,xxxx,True,False
944,only,only,ADV,RB,xxxx,True,True
945,partially,partially,ADV,RB,xxxx,True,False
946,dressed,dress,VERB,VBN,xxxx,True,False
947,",",",",PUNCT,",",",",False,False
948,and,and,CCONJ,CC,xxx,True,True
949,with,with,ADP,IN,xxxx,True,True
950,nothing,nothing,PRON,NN,xxxx,True,True
951,upon,upon,SCONJ,IN,xxxx,True,True
952,him,-PRON-,PRON,PRP,xxx,True,True
953,which,which,DET,WDT,xxxx,True,True
954,bore,bear,VERB,VBD,xxxx,True,False
955,a,a,DET,DT,x,True,True
956,name,name,NOUN,NN,xxxx,True,True
957,.,.,PUNCT,.,.,False,False
958,A,a,DET,DT,X,True,True
959,belt,belt,NOUN,NN,xxxx,True,False
960,around,around,ADP,IN,xxxx,True,True
961,his,-PRON-,DET,PRP$,xxx,True,True
962,waist,waist,NOUN,NN,xxxx,True,False
963,contained,contain,VERB,VBN,xxxx,True,False
964,about,about,ADV,RB,xxxx,True,True
965,fifteen,fifteen,NUM,CD,xxxx,True,True
966,hundred,hundred,NUM,CD,xxxx,True,True
967,dollars,dollar,NOUN,NNS,xxxx,True,False
968,in,in,ADP,IN,xx,True,True
969,bills,bill,NOUN,NNS,xxxx,True,False
970,and,and,CCONJ,CC,xxx,True,True
971,a,a,DET,DT,x,True,True
972,small,small,ADJ,JJ,xxxx,True,False
973,quantity,quantity,NOUN,NN,xxxx,True,False
974,of,of,ADP,IN,xx,True,True
975,gold,gold,NOUN,NN,xxxx,True,False
976,-,-,PUNCT,HYPH,-,False,False
977,dust,dust,NOUN,NN,xxxx,True,False
978,.,.,PUNCT,.,.,False,False
979,From,from,ADP,IN,Xxxx,True,True
980,the,the,DET,DT,xxx,True,True
981,presence,presence,NOUN,NN,xxxx,True,False
982,of,of,ADP,IN,xx,True,True
983,this,this,DET,DT,xxxx,True,True
984,latter,latter,ADJ,JJ,xxxx,True,True
985,they,-PRON-,PRON,PRP,xxxx,True,True
986,had,have,AUX,VBD,xxx,True,True
987,speculated,speculate,VERB,VBN,xxxx,True,False
988,that,that,SCONJ,IN,xxxx,True,True
989,the,the,DET,DT,xxx,True,True
990,wounded,wounded,ADJ,JJ,xxxx,True,False
991,man,man,NOUN,NN,xxx,True,False
992,might,may,VERB,MD,xxxx,True,True
993,be,be,AUX,VB,xx,True,True
994,a,a,DET,DT,x,True,True
995,returning,return,VERB,VBG,xxxx,True,False
996,Californian,Californian,PROPN,NNP,Xxxxx,True,False
997,",",",",PUNCT,",",",",False,False
998,yet,yet,CCONJ,CC,xxx,True,True
999,his,-PRON-,DET,PRP$,xxx,True,True
1000,clothing,clothing,NOUN,NN,xxxx,True,False
1001,was,be,AUX,VBD,xxx,True,True
1002,of,of,ADP,IN,xx,True,True
1003,too,too,ADV,RB,xxx,True,True
1004,fine,fine,ADJ,JJ,xxxx,True,False
1005,texture,texture,NOUN,NN,xxxx,True,False
1006,and,and,CCONJ,CC,xxx,True,True
1007,manufacture,manufacture,NOUN,NN,xxxx,True,False
1008,for,for,ADP,IN,xxx,True,True
1009,this,this,DET,DT,xxxx,True,True
1010,supposition,supposition,NOUN,NN,xxxx,True,False
1011,.,.,PUNCT,.,.,False,False
1012,Several,several,ADJ,JJ,Xxxxx,True,True
1013,persons,person,NOUN,NNS,xxxx,True,False
1014,",",",",PUNCT,",",",",False,False
1015,seeking,seek,VERB,VBG,xxxx,True,False
1016,for,for,ADP,IN,xxx,True,True
1017,friends,friend,NOUN,NNS,xxxx,True,False
1018,lost,lose,VERB,VBN,xxxx,True,False
1019,in,in,ADP,IN,xx,True,True
1020,the,the,DET,DT,xxx,True,True
1021,disaster,disaster,NOUN,NN,xxxx,True,False
1022,from,from,ADP,IN,xxxx,True,True
1023,which,which,DET,WDT,xxxx,True,True
1024,he,-PRON-,PRON,PRP,xx,True,True
1025,came,come,VERB,VBD,xxxx,True,False
1026,",",",",PUNCT,",",",",False,False
1027,had,have,AUX,VBD,xxx,True,True
1028,vainly,vainly,ADV,RB,xxxx,True,False
1029,endeavored,endeavor,VERB,VBN,xxxx,True,False
1030,to,to,PART,TO,xx,True,True
1031,identify,identify,VERB,VB,xxxx,True,False
1032,him,-PRON-,PRON,PRP,xxx,True,True
1033,",",",",PUNCT,",",",",False,False
1034,and,and,CCONJ,CC,xxx,True,True
1035,his,-PRON-,DET,PRP$,xxx,True,True
1036,description,description,NOUN,NN,xxxx,True,False
1037,had,have,AUX,VBD,xxx,True,True
1038,been,be,AUX,VBN,xxxx,True,True
1039,given,give,VERB,VBN,xxxx,True,False
1040,in,in,ADP,IN,xx,True,True
1041,the,the,DET,DT,xxx,True,True
1042,New,New,PROPN,NNP,Xxx,True,False
1043,York,York,PROPN,NNP,Xxxx,True,False
1044,papers,paper,NOUN,NNS,xxxx,True,False
1045,;,;,PUNCT,:,;,False,False
1046,but,but,CCONJ,CC,xxx,True,True
1047,without,without,ADP,IN,xxxx,True,True
1048,result,result,NOUN,NN,xxxx,True,False
1049,.,.,PUNCT,.,.,False,False
1050,There,there,PRON,EX,Xxxxx,True,True
1051,seemed,seem,VERB,VBD,xxxx,True,True
1052,",",",",PUNCT,",",",",False,False
1053,upon,upon,SCONJ,IN,xxxx,True,True
1054,the,the,DET,DT,xxx,True,True
1055,whole,whole,NOUN,NN,xxxx,True,True
1056,",",",",PUNCT,",",",",False,False
1057,to,to,PART,TO,xx,True,True
1058,be,be,AUX,VB,xx,True,True
1059,no,no,DET,DT,xx,True,True
1060,especial,especial,ADJ,JJ,xxxx,True,False
1061,hope,hope,NOUN,NN,xxxx,True,False
1062,of,of,ADP,IN,xx,True,True
1063,obtaining,obtain,VERB,VBG,xxxx,True,False
1064,any,any,DET,DT,xxx,True,True
1065,satisfactory,satisfactory,ADJ,JJ,xxxx,True,False
1066,information,information,NOUN,NN,xxxx,True,False
1067,regarding,regard,VERB,VBG,xxxx,True,True
1068,the,the,DET,DT,xxx,True,True
1069,sick,sick,ADJ,JJ,xxxx,True,False
1070,man,man,NOUN,NN,xxx,True,False
1071,until,until,ADP,IN,xxxx,True,True
1072,he,-PRON-,PRON,PRP,xx,True,True
1073,was,be,AUX,VBD,xxx,True,True
1074,able,able,ADJ,JJ,xxxx,True,False
1075,to,to,PART,TO,xx,True,True
1076,furnish,furnish,VERB,VB,xxxx,True,False
1077,it,-PRON-,PRON,PRP,xx,True,True
1078,himself,-PRON-,PRON,PRP,xxxx,True,True
1079,;,;,PUNCT,:,;,False,False
1080,and,and,CCONJ,CC,xxx,True,True
1081,to,to,ADP,IN,xx,True,True
1082,-,-,PUNCT,HYPH,-,False,False
1083,day,day,NOUN,NN,xxx,True,False
1084,for,for,ADP,IN,xxx,True,True
1085,the,the,DET,DT,xxx,True,True
1086,first,first,ADJ,JJ,xxxx,True,True
1087,time,time,NOUN,NN,xxxx,True,False
1088,the,the,DET,DT,xxx,True,True
1089,watcher,watcher,NOUN,NN,xxxx,True,False
1090,found,find,VERB,VBD,xxxx,True,False
1091,in,in,ADP,IN,xx,True,True
1092,his,-PRON-,DET,PRP$,xxx,True,True
1093,eyes,eye,NOUN,NNS,xxxx,True,False
1094,the,the,DET,DT,xxx,True,True
1095,light,light,NOUN,NN,xxxx,True,False
1096,of,of,ADP,IN,xx,True,True
1097,returning,return,VERB,VBG,xxxx,True,False
1098,reason,reason,NOUN,NN,xxxx,True,False
1099,.,.,PUNCT,.,.,False,False
1100,She,-PRON-,PRON,PRP,Xxx,True,True
1101,felt,feel,VERB,VBD,xxxx,True,False
1102,as,as,SCONJ,IN,xx,True,True
1103,if,if,SCONJ,IN,xx,True,True
1104,upon,upon,SCONJ,IN,xxxx,True,True
1105,the,the,DET,DT,xxx,True,True
1106,threshold,threshold,NOUN,NN,xxxx,True,False
1107,of,of,ADP,IN,xx,True,True
1108,a,a,DET,DT,x,True,True
1109,great,great,ADJ,JJ,xxxx,True,False
1110,discovery,discovery,NOUN,NN,xxxx,True,False
1111,.,.,PUNCT,.,.,False,False
1112,She,-PRON-,PRON,PRP,Xxx,True,True
1113,smiled,smile,VERB,VBD,xxxx,True,False
1114,softly,softly,ADV,RB,xxxx,True,False
1115,to,to,ADP,IN,xx,True,True
1116,herself,-PRON-,PRON,PRP,xxxx,True,True
1117,to,to,PART,TO,xx,True,True
1118,think,think,VERB,VB,xxxx,True,False
1119,how,how,ADV,WRB,xxx,True,True
1120,eager,eager,ADJ,JJ,xxxx,True,False
1121,she,-PRON-,PRON,PRP,xxx,True,True
1122,had,have,AUX,VBD,xxx,True,True
1123,become,become,VERB,VBN,xxxx,True,True
1124,over,over,ADP,IN,xxxx,True,True
1125,this,this,DET,DT,xxxx,True,True
1126,mystery,mystery,NOUN,NN,xxxx,True,False
1127,;,;,PUNCT,:,;,False,False
1128,to,to,PART,TO,xx,True,True
1129,recognize,recognize,VERB,VB,xxxx,True,False
1130,how,how,ADV,WRB,xxx,True,True
1131,large,large,ADJ,JJ,xxxx,True,False
1132,a,a,DET,DT,x,True,True
1133,place,place,NOUN,NN,xxxx,True,False
1134,the,the,DET,DT,xxx,True,True
1135,stranger,stranger,NOUN,NN,xxxx,True,False
1136,occupied,occupy,VERB,VBD,xxxx,True,False
1137,in,in,ADP,IN,xx,True,True
1138,her,-PRON-,DET,PRP$,xxx,True,True
1139,thoughts,thought,NOUN,NNS,xxxx,True,False
1140,;,;,PUNCT,:,;,False,False
1141,yet,yet,CCONJ,CC,xxx,True,True
1142,she,-PRON-,PRON,PRP,xxx,True,True
1143,could,could,VERB,MD,xxxx,True,True
1144,but,but,CCONJ,CC,xxx,True,True
1145,acknowledge,acknowledge,VERB,VB,xxxx,True,False
1146,to,to,ADP,IN,xx,True,True
1147,herself,-PRON-,PRON,PRP,xxxx,True,True
1148,that,that,SCONJ,IN,xxxx,True,True
1149,this,this,DET,DT,xxxx,True,True
1150,was,be,AUX,VBD,xxx,True,True
1151,an,an,DET,DT,xx,True,True
1152,inevitable,inevitable,ADJ,JJ,xxxx,True,False
1153,consequence,consequence,NOUN,NN,xxxx,True,False
1154,of,of,ADP,IN,xx,True,True
1155,the,the,DET,DT,xxx,True,True
