,name,start_pos,end_pos,tag,score
67,9,2301,2302,CARDINAL,1
68,three,2329,2334,CARDINAL,1
69,four,2359,2363,CARDINAL,1
70,Edom,2436,2440,GPE,1
71,1,2493,2494,CARDINAL,1
72,10,2496,2498,CARDINAL,1
73,Tyre,2540,2544,LOC,1
74,1,2587,2588,CARDINAL,1
75,11,2590,2592,CARDINAL,1
76,three,2619,2624,CARDINAL,1
77,Edom,2635,2639,GPE,1
78,four,2649,2653,CARDINAL,1
79,1,2797,2798,CARDINAL,1
80,12,2800,2802,CARDINAL,1
81,Theman,2828,2834,NORP,1
82,Bosra,2870,2875,ORG,1
83,1,2878,2879,CARDINAL,1
84,13,2881,2883,CARDINAL,1
85,three,2910,2915,CARDINAL,1
86,Ammon,2942,2947,PERSON,1
87,four,2957,2961,CARDINAL,1
88,Galaad,3036,3042,PERSON,1
89,1,3067,3068,CARDINAL,1
90,14,3070,3072,CARDINAL,1
91,Rabba,3114,3119,ORG,1
92,1,3241,3242,CARDINAL,1
93,15,3244,3246,CARDINAL,1
94,Melchom,3252,3259,ORG,1
95,Melech,3411,3417,PERSON,1
96,Hebrew,3428,3434,LANGUAGE,1
97,Melchom,3457,3464,PERSON,1
98,Amos Chapter 2,3478,3492,PERSON,1
99,Moab,3533,3537,EVENT,1
100,Juda,3539,3543,PERSON,1
101,Israel,3549,3555,GPE,1
102,2,3596,3597,CARDINAL,1
103,1,3599,3600,CARDINAL,1
104,three,3627,3632,CARDINAL,1
105,Moab,3643,3647,FAC,1
106,four,3657,3661,CARDINAL,1
107,Edom,3733,3737,PERSON,1
108,2,3754,3755,CARDINAL,1
109,2,3757,3758,CARDINAL,1
110,Moab,3788,3792,FAC,1
111,Carioth,3828,3835,PERSON,1
112,Moab,3841,3845,FAC,1
113,2,3902,3903,CARDINAL,1
114,3,3905,3906,CARDINAL,1
115,2,4018,4019,CARDINAL,1
116,4,4021,4022,CARDINAL,1
117,three,4049,4054,CARDINAL,1
118,Juda,4065,4069,PERSON,1
119,four,4079,4083,CARDINAL,1
120,2,4272,4273,CARDINAL,1
121,5,4275,4276,CARDINAL,1
122,Juda,4306,4310,PERSON,1
123,Jerusalem,4346,4355,GPE,1
124,2,4358,4359,CARDINAL,1
125,6,4361,4362,CARDINAL,1
126,three,4389,4394,CARDINAL,1
