,name,start_pos,end_pos,tag,score
211,Africa,35136,35142,LOC,1
212,African,35237,35244,NORP,1
213,the days,35404,35412,DATE,1
214,Pliny,35416,35421,PERSON,1
215,English,35427,35434,NORP,1
216,Bruce,35445,35450,PERSON,1
217,Africa,35497,35503,LOC,1
218,English,35513,35520,NORP,1
219,Abyssinia,35534,35543,GPE,1
220,German,35587,35593,NORP,1
221,Ehrenberg,35595,35604,PERSON,1
222,Abyssinia,35653,35662,GPE,1
223,Arabia Felix,35690,35702,PERSON,1
224,French,35712,35718,LANGUAGE,1
225,English,35723,35730,NORP,1
226,Dapper,35744,35750,PERSON,1
227,Poncet,35758,35764,PERSON,1
228,Poiret,35770,35776,PERSON,1
229,Africa,35843,35849,LOC,1
230,"Nubia, Babur",35855,35867,ORG,1
231,Congo,35873,35878,GPE,1
232,Algiers,35912,35919,GPE,1
233,Morocco,35924,35931,GPE,1
234,Poiret,35946,35952,ORG,1
235,Arabs,36110,36115,NORP,1
236,Arab,36233,36237,NORP,1
237,Poiret,36431,36437,PERSON,1
238,African,36545,36552,NORP,1
239,it?”inquired Ivan,36590,36607,PERSON,1
240,Africa,36635,36641,LOC,1
241,Africa,36684,36690,LOC,1
242,Atlas,36714,36719,WORK_OF_ART,1
243,Tetuan,36724,36730,PERSON,1
244,English,36750,36757,NORP,1
245,African,36867,36874,NORP,1
246,Africa,36936,36942,LOC,1
247,Syrian,36980,36986,NORP,1
248,Arabian,37027,37034,NORP,1
249,Abyssinian,37039,37049,NORP,1
250,Atlas,37114,37119,PERSON,1
251,Syrian,37161,37167,NORP,1
252,Tetuan,37231,37237,GPE,1
253,about twenty-five miles,37239,37262,QUANTITY,1
254,Atlas,37272,37277,FAC,1
255,American,37329,37337,NORP,1
256,four or five inches,37520,37539,QUANTITY,1
257,American,37608,37616,NORP,1
258,Englishman,37679,37689,NORP,1
259,Arabs,37734,37739,NORP,1
260,Tetuan,37773,37779,GPE,1
261,Atlas,37943,37948,PERSON,1
262,Abyssinian,37953,37963,NORP,1
263,Himalayas,38158,38167,LOC,1
264,the Great Andes of America,38172,38198,LOC,1
265,Mount Lebanon,38260,38273,GPE,1
266,Africa,38358,38364,LOC,1
267,more than one,38375,38388,CARDINAL,1
268,Africa,38480,38486,LOC,1
269,African,38579,38586,NORP,1
270,Africa,38728,38734,LOC,1
271,North America,38752,38765,LOC,1
272,South American,38834,38848,NORP,1
273,the ursus ornatus,38918,38935,PERSON,1
274,two,38959,38962,CARDINAL,1
275,South America,38974,38987,LOC,1
276,the Andes of Chili and Peru,39094,39121,LOC,1
277,South America,39155,39168,LOC,1
278,first,39263,39268,ORDINAL,1
279,North America,39272,39285,LOC,1
280,no less than five,39302,39319,CARDINAL,1
281,four,39332,39336,CARDINAL,1
282,one,39349,39352,CARDINAL,1
283,one,39403,39406,CARDINAL,1
